customer_id,first_name,last_name,tax_code,email,phone_number,address,city,postal_code,country,password_hash,two_factor_enabled,account_status,account_id,iban,account_type,account_balance,currency,card_id,card_number,card_expiry,card_status,last_login,opened_at
800064,Davide,Colombo,VQMEMPAGHTUYYRGK,user64@mail.it,393316942214,Via Garibaldi 45,Seriate,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$9TmCSJMcKrh9ZTgDaYSjeA$9KDH53eLnElAGSnkv87Lh+hS/kblaofrtSSRYci2iGE",False,active,900064,IT33R03002032800000000064,savings,4334.57,EUR,700064,4431964145239923,04/30,active,,2024-03-05T00:00:00
800065,Paolo,Colombo,TESPCHLMWAFRSODB,user65@mail.it,393355364600,Via XX Settembre 6,Seriate,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$1+y7umwKnIXazMcmiq60qQ$+h54lNcG0G4RLb0vuWUYhA+qe8I/8IrDwCVc9bEpguY",True,active,900065,IT58R03002032800000000065,savings,2755.35,EUR,700065,4250708672142146,02/28,active,,2024-03-06T00:00:00
800066,Luca,Moretti,ZBCBUMPAHJCNQIMS,user66@mail.it,393310687551,Via Moroni 37,Albino,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$rRjfZYgdk+YgccOHPVRJEw$a1Bbz4yDwkvWqhjOrwwqPrSzq6//0en4bkB32JUOzIk",True,active,900066,IT70R03002032800000000066,checking,9627.08,EUR,700066,4395700612535088,09/29,active,,2024-03-07T00:00:00
800067,Matteo,Bianchi,QOXAYZPRRSPHKWHH,user67@mail.it,393345671651,Via Roma 9,Bergamo,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$hdcsjKcqegCgSMAx1yyfXg$BVW4HQPNrfdeIF7CiH1MDl+DYVjZdm9vaxF7eqUrcM8",False,active,900067,IT93R03002032800000000067,checking,8160.06,EUR,700067,4775679152250855,06/27,active,,2024-03-08T00:00:00
800068,Paolo,Galli,NOYNKTGNXASXSOWR,user68@mail.it,393370691779,Via Moroni 46,Albino,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$0xqQA+8byBJTiuhX2J0Xfg$MFt5qHakPyviFrvUB+GG9W88L3O0C22hUUFIWjF+/Gs",True,active,900068,IT74R03002032800000000068,checking,3335.3,EUR,700068,4932720059701867,06/27,active,,2024-03-09T00:00:00
800069,Sara,Bianchi,AKDFSVBGFKDODVWR,user69@mail.it,393325085669,Via San Bernardino 5,Dalmine,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$vGx8+I/uiqdmsKFcLdjBfw$asXQB241WCl3wdA4bG2r3FR8IaeaXFyGzwzK8zm4jdA",True,active,900069,IT23R03002032800000000069,savings,1546.02,EUR,700069,4851584146916660,05/29,active,,2024-03-10T00:00:00
800070,Chiara,Neri,BKSLOGIIADCBWBAJ,user70@mail.it,393367173014,Via Garibaldi 34,Seriate,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$DpUy4Xu+YS8RAfYO+9nxpw$KTukCx4Y7ZoxabwqBqNxO8AbOjknTpMUfPGiGul5+t8",False,active,900070,IT59R03002032800000000070,savings,6892.0,EUR,700070,4403136927625411,01/29,active,,2024-03-11T00:00:00
800071,Marco,Riva,USVNAUFZCBYHHKZQ,user71@mail.it,393337196066,Via XX Settembre 14,Albino,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$COafovzEYjbiaHy+mcYFtQ$Xa3aHLdT/UxyC7u3rF1UqJT1JqINwP+4A1IhGZOcrSs",True,active,900071,IT31R03002032800000000071,checking,9831.39,EUR,700071,4856131326789687,02/26,active,,2024-03-12T00:00:00
800072,Luca,Moretti,CLEKCRVRRJCFLIMQ,user72@mail.it,393334735450,Via Roma 2,Albino,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$xhAk5jFQjXJ3PqB508S7tQ$Df4fZmhmOC7H6FETgC/M7oxDh/35JSyHKGqQGFSp9vc",False,active,900072,IT34R03002032800000000072,checking,2545.67,EUR,700072,4949913060815099,03/29,active,,2024-03-13T00:00:00
800073,Giulia,Colombo,ZHFZGIZCYFUPDZGI,user73@mail.it,393321645361,Via San Bernardino 18,Albino,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$wuA9d/cFLheWZS8y4NaXhw$woKBcwndfX3rAPt7tpSEAG+VaVdrvgA49THus1lLzUs",False,active,900073,IT71R03002032800000000073,savings,7806.28,EUR,700073,4075788090015547,12/28,active,,2024-03-14T00:00:00
800074,Giulia,Villa,SUGSBKCRKVIEQIXX,user74@mail.it,393345249467,Via XX Settembre 20,Treviglio,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$yJJ7odW2Hp2EMERgmO11kA$8Mwd1t1gIUl7wjLQ07V0n2FzPu27N69zcDBgqMwmnrY",False,active,900074,IT38R03002032800000000074,checking,5271.93,EUR,700074,4322243598589038,12/27,active,,2024-03-15T00:00:00
800075,Andrea,Villa,LEYQNPHYZEHIMPUW,user75@mail.it,393399763765,Via Roma 44,Albino,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$uikIu9avxeJ533uuE27JXw$bn+IhlwePsoLcJHSzBX7YDAT0qrsDfGY2/F09FY1Gvk",True,active,900075,IT95R03002032800000000075,savings,7861.82,EUR,700075,4364069241342689,09/27,active,,2024-03-16T00:00:00
800076,Andrea,Bianchi,FEYAPOKQSAHJHEED,user76@mail.it,393352148987,Via XX Settembre 27,Seriate,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$UydbV0Z+ynbpFH5D2WuoDA$TGfOs/LzDybtmH1UtadV2tFwXoeJBMSxSJUOUlMEoqY",False,active,900076,IT79R03002032800000000076,checking,1710.54,EUR,700076,4648778539022154,07/26,active,,2024-03-17T00:00:00
800077,Giulia,Galli,GGAFLYVXBJMUPERY,user77@mail.it,393359054200,Via XX Settembre 41,Dalmine,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$rkUpd6hi83Jgfdr4YSSD8Q$AZKXG1BPQ174JO+TmWdGRXWkL2/PYWu8Tbm2/qKUSWA",False,active,900077,IT55R03002032800000000077,checking,9669.46,EUR,700077,4585902888885636,07/30,active,,2024-03-18T00:00:00
800078,Chiara,Galli,QUECKFAAVAPWWVNL,user78@mail.it,393363294566,Via San Bernardino 44,Treviglio,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$gPpN14vDDVuxrZmqgt6QVA$+K4IdmZDzWeDZ7IpphJZ9qVHo2r/fqiD2Dlm2+l9AHc",True,active,900078,IT70R03002032800000000078,checking,4900.66,EUR,700078,4144226533624044,01/28,active,,2024-03-19T00:00:00
800079,Marco,Ferrari,JTVOZARWAYQCXSDH,user79@mail.it,393380068735,Via San Bernardino 21,Dalmine,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$5+53mP/8Ol58cbDpmwns6A$/XZrOtQjFVVShXP+kfzBOk8w46tRrwWzI8dWOzrrL6A",True,active,900079,IT19R03002032800000000079,savings,4764.07,EUR,700079,4634949169386663,10/29,active,,2024-03-20T00:00:00
800080,Sara,Conti,XTDQZNWPSHBGRWNP,user80@mail.it,393362979324,Via Roma 21,Albino,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$BVj3bLllX7HdZvoqRsdZiA$scEmjE6xUftJ3z/NPK6/CkOzloJ504sF4ek8nyPm/XI",True,active,900080,IT23R03002032800000000080,savings,9534.15,EUR,700080,4871469188068055,07/28,active,,2024-03-21T00:00:00
800081,Andrea,Riva,QDCTGMOLIHPFIFHA,user81@mail.it,393332765269,Via XX Settembre 23,Treviglio,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$D8EPPNN9eQHqrdcwgc9SRA$2xN16AAzgH/4nqqaMLaEpYfpekuqVwdLQQSJwNlly1w",False,active,900081,IT46R03002032800000000081,checking,5172.27,EUR,700081,4295045692959052,10/26,active,,2024-03-22T00:00:00
800082,Luca,Riva,JJRRWNZSOZFVWGFD,user82@mail.it,393321493662,Via Broseta 14,Treviglio,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$+SxwZR0wEQVcOxOcyW2zfw$kX9N+BhJNA89QNPVRDp2ggA5daWcB3B9zEtCiJ9n8Q0",True,active,900082,IT31R03002032800000000082,checking,4590.94,EUR,700082,4568930078765616,04/29,active,,2024-03-23T00:00:00
800083,Paolo,Riva,YVCHSWMZKECRDSHL,user83@mail.it,393315795704,Via Broseta 32,Albino,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$mR2jZAgOQDWuvmqgSwgJIw$Q3+hNzhZCjAUpdSfMIiZRtmcOyEEjSUSBGoDLyTbm2U",False,active,900083,IT82R03002032800000000083,checking,6866.14,EUR,700083,4257920535261137,10/26,active,,2024-03-24T00:00:00
800084,Luca,Rossi,MWKJGATDFNMOEOOS,user84@mail.it,393354217522,Via Garibaldi 15,Seriate,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$hAYhMxwtBbFvK0fyr3Nu7A$kGDU5I5d792w31Gz4l9bGZr8EeY0bj+DsdFhiMUCMMc",False,active,900084,IT10R03002032800000000084,savings,9721.42,EUR,700084,4188020939833066,01/26,active,,2024-03-25T00:00:00
800085,Luca,Ferrari,DZSQABBZJMRJGKEP,user85@mail.it,393322832757,Via XX Settembre 48,Bergamo,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$zqnLwvdJhqcMVircfR/fpQ$PGc7ix9m2q+VhwZX21Dxi3s6yK0nfaUFbk2NyGRI1uw",True,active,900085,IT35R03002032800000000085,savings,6980.08,EUR,700085,4277328931799864,04/27,active,,2024-03-26T00:00:00
800086,Andrea,Rossi,XEMYLXRLBEBZYYFW,user86@mail.it,393315798995,Via Roma 33,Bergamo,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$BlV/RrQJ6U1bPkmrSxVVBQ$2ORkyUNYFEuWJKQdVMwvn+4jRBDGHmVOpgwxoLSWiYQ",False,active,900086,IT82R03002032800000000086,savings,2927.44,EUR,700086,4922934138829244,12/28,active,,2024-03-27T00:00:00
800087,Paolo,Moretti,OJIIRBBYMEAJZXNR,user87@mail.it,393354693926,Via Roma 29,Seriate,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$iaw/FaLrOUMUdnm2UStM/g$gWh8iv+j4vZiZJPasdKENw2VQUgktNB2sv7+Dt8asYk",False,active,900087,IT20R03002032800000000087,checking,934.31,EUR,700087,4075132674612288,02/29,active,,2024-03-28T00:00:00
800088,Paolo,Galli,HHMMYOEYDADNMWXP,user88@mail.it,393364503713,Via Broseta 33,Dalmine,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$jSmN6oHDMr05KaPLpIVaYw$bQGsDs5RItu6/AzJIofQ4llGiDvelnRAYgq4ZMeWP1g",False,active,900088,IT34R03002032800000000088,checking,4892.28,EUR,700088,4481280380903005,10/26,active,,2024-03-29T00:00:00
800089,Elena,Ferrari,UJPEJVPRQVZJXCUZ,user89@mail.it,393389976412,Via Garibaldi 29,Treviglio,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$eyFsr0ftiyQcSc+JPW0Naw$7u5Z8sOtfVYVqhMqugu0DZM7u1/hImkwa+Rc7TrTuF0",True,active,900089,IT88R03002032800000000089,checking,5482.28,EUR,700089,4674636464683973,07/28,active,,2024-03-30T00:00:00
800090,Sara,Riva,VHVPMZAOUMNAJCQQ,user90@mail.it,393353976865,Via XX Settembre 43,Seriate,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$WXUI4EJY3AVGSv+cfAcs+A$Ucjuux7zFEP0t4cJQDiAS1Nu9K7cHTOihaLjqpZXirY",False,active,900090,IT34R03002032800000000090,checking,5580.92,EUR,700090,4456128325409268,12/30,active,,2024-03-31T00:00:00
800091,Giulia,Neri,NDUGAGPQCJXQFYTG,user91@mail.it,393376175680,Via San Bernardino 12,Dalmine,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$iLKibh66R6roP/JomNv8yw$ZJPvg5xVvEP2Kls2oT/e5gLyEDcqj7UDhCzHRkZfCS0",True,active,900091,IT60R03002032800000000091,checking,4544.18,EUR,700091,4481878259381386,02/29,active,,2024-04-01T00:00:00
800092,Matteo,Bianchi,HCPCULGDQLGBFBAQ,user92@mail.it,393352945816,Via Roma 31,Bergamo,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$WFZ9nLrZDBqiPyr4UM2log$3XgiuXmyrrTfBCKMb2w+M8X/YjGgqmD0B9HXo8UJIc4",False,active,900092,IT81R03002032800000000092,checking,2100.59,EUR,700092,4694728752364162,03/26,active,,2024-04-02T00:00:00
800093,Giulia,Villa,OSXPBWCEMTJKPGZO,user93@mail.it,393327017865,Via XX Settembre 35,Seriate,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$Dtoy1/p0k3JQta7ayaan1g$FVreLUddZeAjyjCnyw5a3FY4QcgvNQCw9AyZLj/4V1o",True,active,900093,IT66R03002032800000000093,savings,5214.13,EUR,700093,4134286598547894,06/26,active,,2024-04-03T00:00:00
800094,Elena,Bianchi,IOZDJYQYXWUXMYDL,user94@mail.it,393370007515,Via San Bernardino 40,Dalmine,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$hWJ2IbGg9p4NJ8iTidyjMA$9uwTvUnsc306LXIgAnOU9zNd5fBKOjOqK0wX0ifB9x0",False,active,900094,IT59R03002032800000000094,savings,7144.14,EUR,700094,4921137424918705,07/27,active,,2024-04-04T00:00:00
800095,Giulia,Neri,BJWDXZLAIYHSFZRL,user95@mail.it,393331017735,Via Roma 31,Dalmine,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$CDxcWPtMmBLaVUilHv11Og$gIz9Gxs1tvAa70aKm6E5O/jBUDrLjr5qVYRqfYwibh8",True,active,900095,IT54R03002032800000000095,savings,1900.57,EUR,700095,4987880564576240,10/29,active,,2024-04-05T00:00:00
800096,Chiara,Colombo,ENUQGQUDURMSIGHM,user96@mail.it,393344656235,Via Garibaldi 13,Dalmine,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$quC2BSK9a8rN32LkRvb0kA$xKPsqOLbYaZta5YML4jjAJutlO2FdaujZUfht+jm98Q",False,active,900096,IT50R03002032800000000096,savings,914.22,EUR,700096,4603227978217381,10/30,active,,2024-04-06T00:00:00
800097,Chiara,Riva,PEQROQESDTWTWMGE,user97@mail.it,393328465922,Via XX Settembre 12,Dalmine,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$qgRkebXh/PIZYXE/Dogfcw$jbIL+jnKVe+x3Ebti5GkIcWmi8qOJ5+64QPqXKpkmkk",False,active,900097,IT61R03002032800000000097,checking,9432.6,EUR,700097,4349298787512021,05/29,active,,2024-04-07T00:00:00
800098,Chiara,Moretti,GRGXOCJTLBLGONLS,user98@mail.it,393316411985,Via Garibaldi 25,Dalmine,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$MrdDO+rPCe2K9piz2v1Vpw$j1Gis0anKqkjpfe6WlbAiMH4n1LEewfNRHOT0JP7usE",True,active,900098,IT45R03002032800000000098,checking,7848.45,EUR,700098,4036227888643422,11/28,active,,2024-04-08T00:00:00
800099,Chiara,Moretti,RLBOCGQCKSVUAKKC,user99@mail.it,393388906331,Via XX Settembre 18,Albino,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$5IDDbGAY4t62oaVi+6Z57g$T5nj5XiSGW0YUIw95Q3JmyHIdNECSESR/byQKkGa+mg",False,active,900099,IT32R03002032800000000099,checking,9554.3,EUR,700099,4938277149182122,09/29,active,,2024-04-09T00:00:00
950001,Paolo,Neri,NRIPLA91A15A794X,paolo.neri91@gmail.com,+393331998877,Via XX Settembre 15,Bergamo,24122,Italy,"$argon2id$v=19$m=65536,t=3,p=4$+fRjLJKSgjvL3dOAPV1xmA$boOkvmXMgyrpePargCItlStMopfhU2kl+En9jHPIA0s",True,active,960001,IT31R0300203280000123456789,checking,2750.0,EUR,970001,4111111111111111,10/28,active,,2026-01-19T14:04:33.741144
